Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Software Engineering Specialization,4.5,Intermediate level,80,Flexible schedule,124,The principal tasks of software project managers.Software Engineering skill and techniques being used in Software Development Life Cycle (SDLC).,"['Software Testing', 'Project Management', 'Software Engineering', 'Systems Design', 'Project Planning']","['Software Engineering: Modeling Software Systems using UML', 'Software Engineering: Implementation and Testing', 'Software Engineering: Software Design and Project Management']",['Kenneth W T Leung'],['The Hong Kong University of Science and Technology'],DataScience,https://www.coursera.org/specializations/software-engineering
Secure Software Design Specialization,4.7,Beginner level,40,Flexible schedule,232,"Secure design UML, unit testing, and ethicsEffective user interfacesDatabase design","['Database (DB) Design', 'Software Development Lifecycle (SDLC)', 'Software Development Process', 'Software Design', 'Security Software']","['Software Design as an Element of the Software Development Lifecycle', 'Software Design as an Abstraction', 'Software Design Methods and Tools', 'Software Design Threats and Mitigations']",['Albert Glock'],['University of Colorado System'],DataScience,https://www.coursera.org/specializations/secure-software-design
Cloud Computing Law Specialization,4.9,Beginner level,40,Flexible schedule,93,"Analyse how cloud contracts and intellectual property rights shape cloud computing transactions.Explain how EU rules that govern personal data and cybersecurity apply to the provision and use of cloud services.Identify the implications for cloud customers and providers of law enforcement access requests, competition law, and potential tax liabilities.","['General Data Protection Regulation (GDPR)', 'Cybersecurity', 'Cloud Computing', 'Contract Law', 'Cloud Services']","['Cloud Computing Law: Transactions', 'Cloud Computing Law: Data Protection and Cybersecurity', 'Cloud Computing Law: Law Enforcement, Competition, & Tax']","['Johan David Michels', 'Vasiliki Koukoulioti', 'Ian Walden', 'Christopher Millard', 'Jessica Shurson', 'Chris Reed', 'Dimitra Kamarinou']",['Queen Mary University of London'],DataScience,https://www.coursera.org/specializations/cloud-computing-law
Introduction to AI and Machine Learning on Google Cloud,4.8,Beginner level,9,Flexible schedule,12,Recognize the data-to-AI technologies and tools offered by Google Cloud.Use generative AI capabilities in applications.Choose between different options to develop an AI project on Google Cloud.Build ML models end-to-end by using Vertex AI.,[],"['Introduction', 'AI Foundations', 'AI Development Options', 'AI Development Workflow', 'Generative AI', 'Summary']",['Google Cloud Training'],['Google Cloud'],DataScience,https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud
"Capstone: Retrieving, Processing, and Visualizing Data with Python",4.7,Beginner level,9,Flexible schedule,13594,Make use of unicode characters and stringsUnderstand the basics of building a search engineSelect and process the data of your choiceCreate email data visualizations,"['Data Analysis', 'Python Programming', 'Database (DBMS)', 'Data Visualization']","['Welcome to the Capstone', 'Building a Search Engine', 'Exploring Data Sources (Project)', 'Spidering and Modeling Email Data', 'Accessing New Data Sources (Project)', 'Visualizing Email Data', 'Visualizing new Data Sources (Project)']",['Charles Russell Severance'],['University of Michigan'],DataScience,https://www.coursera.org/learn/python-data-visualization
Image Processing for Engineering and Science Specialization,4.8,Beginner level,40,Flexible schedule,105,Detect & analyze regions of interest in images and videosReduce noise & improve contrast to better analyze imagesUse interactive apps for rapid prototyping & code generation to automate your analysisScale your algorithms to analyze large image datasets and video,"['Image Processing', 'Image Segmentation', 'Object Detection', 'Matlab', 'video processing']","['Introduction to Image Processing', 'Image Segmentation, Filtering, and Region Analysis', 'Automating Image Processing']","['Amanda  Wang', 'Matt Rich', 'Megan Thompson', 'Brandon Armstrong', 'Sam Jones', 'Max Babayev', 'Isaac Bruss']",['MathWorks'],DataScience,https://www.coursera.org/specializations/image-processing
Project Planning and Execution,4.8,Beginner level,26,Flexible schedule,91,"By successfully completing this course you will be able to develop a project schedule.You will be able to estimate project costs and determine a budget, as well as identify and analyze risks to the successful completion of a project.You will also be able to apply quality assurance to a project and perform a project post-mortem.","['Project Management', 'Risk Management', 'Project Planning', 'budget management', 'Engineering management']","['Project Schedule ', 'Project Budget and Procurement ', 'Risk Planning and Management ', 'Quality Management & Compliance ']","['Christy Bozic, PhD, PMP']",['University of Colorado Boulder'],DataScience,https://www.coursera.org/learn/project-planning-execution
"Excel/VBA for Creative Problem Solving, Part 1",4.8,Beginner level,20,Flexible schedule,4113,Utilize VBA to define and implement custom user-defined functionsCreate macros to automate procedures in ExcelIdentify the basic programming structures in VBAAutomate Excel’s Goal Seek and Solver tools and use numerical techniques to create “live solutions” to solve targeting and optimization problems,"['Microsoft Excel Vba', 'Computer Programming', 'Problem Solving', 'Debugging']","['Macro recording, VBA procedures, and debugging', 'VBA Nuts & Bolts, Part 1', 'VBA Nuts & Bolts, Part 2', 'Programming structures in VBA', 'Data Management Using VBA', 'R1C1 Style']",['Charlie Nuttelman'],['University of Colorado Boulder'],DataScience,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1
Writing and Editing: Word Choice and Word Order,4.7,Beginner level,20,Flexible schedule,1817,Learn how the words you choose can change the decisions people make  Use syntax strategicallyWrite with originality and produce sentences that nobody else can writeArrange a complex set of information in a reader-friendly way  ,"['Creativity', 'Time management', 'Persuasion', 'Writing', 'Editing']","['The Words Under the Words', 'The Infinite Power of Grammar', 'The Rule of Three', 'The Power of the Particular']",['Patrick Barry'],['University of Michigan'],DataScience,https://www.coursera.org/learn/writing-editing-words
Fundamentals of Software Architecture for Big Data,3.3,Advanced level,19,Flexible schedule,40,"Practice software engineering fundamentals; test first development, refactoring, continuous integration, and continuous delivery.Architect and create a big data or distributed system using rest collaboration, event collaboration, and batch processing.Create a performant, scalable distributed system that handles big data.","['Software Engineering', 'Distributed Computing', 'Big Data', 'Microservices', 'Real-time Systems']","['Software Engineering Overview', 'Fundamentals of Software Architecture', 'Fundamentals of Production Software', 'Fundamentals of Software Architecture for Big Data']","['Mike Barinek', 'Tyson Gern']",['University of Colorado Boulder'],DataScience,https://www.coursera.org/learn/software-architecture-for-big-data-fundamentals
"Data Wrangling, Analysis and AB Testing with SQL",3.3,Intermediate level,15,Flexible schedule,910,Validate and clean a datasetAssess and create datasets to answer your questionsSolve problems using SQLBuild a simple testing framework to touch on AB Testing,"['Query String', 'Predictive Analytics', 'Data Analysis', 'SQL', 'A/B Testing']","['Data of Unknown Quality', 'Creating Clean Datasets', 'SQL Problem Solving', 'Case Study: AB Testing']",['Katrina Glaeser Poole'],"['University of California, Davis']",DataScience,https://www.coursera.org/learn/data-wrangling-analysis-abtesting
Microsoft PL-300 Exam Preparation and Practice,4.6,Beginner level,36,Flexible schedule,31,How to prepare the data with Power BI.How to Model the data in Power BI.How to visualize and analyze the data with Power BI.How to deploy and maintain Power BI assets.,[],"['Preparing Data', 'Modeling Data', 'Visualize and analyze data', 'Deploy and maintain assets', 'Practice Exam']",[' Microsoft'],['Microsoft'],DataScience,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice
Coding Interview Preparation,4.7,Intermediate level,11,Flexible schedule,381,Prepare for a coding interviewPrepare for a Meta interviewSolve problems using code,"['Data Structure', 'Computer Science', 'Algorithms', 'Communication', 'Pseudocode']","['Introduction to the coding interview', 'Introduction to Data Structures', 'Introduction to Algorithms', 'Final project']",['Taught by Meta Staff'],['Meta'],DataScience,https://www.coursera.org/learn/coding-interview-preparation
